"accession"	"organism"	"tissue_type"	"cell_type"	"mol_type"	"dev_stage"	"clone"	"collection_date"	"isolate"	"country"	"db_xref"
"HM774113"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G207"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774114"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G208"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774115"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G209"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774116"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G210"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774117"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G211"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774118"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G212"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774119"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G213"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774120"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G214"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774121"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G301"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774122"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G302"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774123"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G303"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774124"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G304"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774125"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G305"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774126"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G306"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774127"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G401"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774128"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G402"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774129"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G403"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774130"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G404_3i"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774131"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G405"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774132"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G406"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774133"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G407"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774134"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G409"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774135"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G410_1d"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774136"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G411"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774137"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G412"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774138"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G414"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774139"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G415"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774140"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G417"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774141"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G418"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774142"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G419"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774143"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G420"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774144"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G421"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774145"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G422"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774146"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05E01"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774147"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05E02"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774148"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G101"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774149"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G102"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774150"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G103"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774151"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G104"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774152"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G105"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774153"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G106"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774154"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G107"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774155"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G108"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774156"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G109"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774157"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G110"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774158"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G111"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774159"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G112"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774160"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G113"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774161"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G114"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774162"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G115"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774163"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G116"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774164"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G117_1d"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774165"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G118"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774166"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G119"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774167"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G120"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774168"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G121"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774169"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G122"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774170"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G201"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774171"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G202"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774172"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G203_2d"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774173"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G204"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774174"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G205"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774175"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G206"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774176"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G208"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774177"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G209"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774178"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G210"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774179"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G211_3i"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774180"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G212"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774181"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G213"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774182"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G214"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774183"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G216_6d"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774184"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G217"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774185"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G218"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774186"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G219"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774187"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G220"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774188"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G221"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774189"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G301"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774190"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G302"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774191"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P05G401"	"2008"	"P05"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774192"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06E29"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774193"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G101"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774194"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G102"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774195"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G103"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774196"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G104"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774197"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G105"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774198"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G107"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774199"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G108"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774200"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G109"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774201"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G110"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774202"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G111"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774203"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G112_9i"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774204"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G113"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774205"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G114"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774206"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G115"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774207"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G116"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774208"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G117"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774209"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G118"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774210"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G119"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774211"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G120"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774212"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G121_6i"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774213"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G122"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774214"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G123"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774215"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G124"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774216"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G125"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774217"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G126"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774218"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G127"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774219"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G128"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774220"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G129"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774221"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G130"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774222"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G132_9i"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774223"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G133"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774224"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G134"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774225"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G201"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774226"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G202"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774227"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G203"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774228"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G204"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774229"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G205"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774230"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G206"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774231"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G207"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774232"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G208"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774233"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G209"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774234"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G210"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774235"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G212"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774236"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G213"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774237"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G214"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774238"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G301"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774239"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G303"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774240"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G304"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774241"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G305"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774242"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G307"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774243"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G401_9i"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774244"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G402"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774245"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G403"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774246"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G404"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774247"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G405"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774248"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G406_9i"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774249"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G407"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774250"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G408"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774251"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G409"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774252"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G410"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774253"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G411"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774254"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G412_9i"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774255"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G413"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774256"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G414"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774257"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G415"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774258"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G416_9i"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774259"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G417_9i"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
